dataset,query_dist,num_queries,prop_train,size,fpr,insert_time,amortized_query
shalla,onepass,3905928,0.25000000000000,5861184,0.00119645530990,2633967,0.72439302516585
shalla,onepass,3905928,0.25000000000000,5861184,0.00117811701201,2645308,0.72983936211830
shalla,unif,10000000,0.25000000000000,5861184,0.00119772448275,2707471,0.74129100000000
shalla,unif,10000000,0.25000000000000,5861184,0.00120766695309,2702761,0.74093920000000
shalla,unif,10000000,0.25000000000000,5861184,0.00119812218537,2670764,0.72983490000000
shalla,zipf,10000000,0.25000000000000,5861184,0.00000888281035,2641335,0.58520130000000
shalla,zipf,10000000,0.25000000000000,5861184,0.00001142072718,2640940,0.45871580000000
shalla,zipf,10000000,0.25000000000000,5861184,0.00003835005109,2678922,0.45663600000000
shalla,onepass,3905928,0.25000000000000,6388032,0.00098552422033,2833529,0.77935281961163
shalla,onepass,3905928,0.25000000000000,6388032,0.00094781217607,2830623,0.77948134220600
shalla,onepass,3905928,0.25000000000000,6388032,0.00095800490123,2832407,0.77850359760856
shalla,unif,10000000,0.25000000000000,6388032,0.00101156489487,2813966,0.76930670000000
shalla,unif,10000000,0.25000000000000,6388032,0.00096262682021,2816752,0.77029580000000
shalla,unif,10000000,0.25000000000000,6388032,0.00098729539209,2819568,0.76942540000000
shalla,zipf,10000000,0.25000000000000,6388032,0.00000747285099,2816451,0.54479370000000
shalla,zipf,10000000,0.25000000000000,6388032,0.00000803683521,2821979,0.44652360000000
shalla,zipf,10000000,0.25000000000000,6388032,0.00000775484318,2841543,0.47274630000000
shalla,onepass,3905928,0.25000000000000,6914880,0.00083771749024,2987912,0.81583659504220
shalla,onepass,3905928,0.25000000000000,6914880,0.00086014615342,3056081,0.81643901270069
shalla,onepass,3905928,0.25000000000000,6914880,0.00085504881839,3001581,0.82476661116129
shalla,unif,10000000,0.25000000000000,6914880,0.00086752205350,3017717,0.82561930000000
shalla,unif,10000000,0.25000000000000,6914880,0.00083210184385,3009284,0.82441590000000
shalla,unif,10000000,0.25000000000000,6914880,0.00087627722384,3010979,0.82442850000000
shalla,zipf,10000000,0.25000000000000,6914880,0.00000662687347,2957369,0.52364770000000
shalla,zipf,10000000,0.25000000000000,6914880,0.00000662687347,2959514,0.45780790000000
shalla,zipf,10000000,0.25000000000000,6914880,0.00000648587707,2996430,0.45778390000000
shalla,onepass,3905928,0.25000000000000,7441728,0.00080407260735,3154408,0.86299312224905
shalla,onepass,3905928,0.25000000000000,7441728,0.00080101386927,3154304,0.86187738227638
shalla,onepass,3905928,0.25000000000000,7441728,0.00079081794044,3200410,0.85923345233194
shalla,unif,10000000,0.25000000000000,7441728,0.00079349493490,3142766,0.87293900000000
shalla,unif,10000000,0.25000000000000,7441728,0.00080503751929,3144299,0.96047430000000
shalla,unif,10000000,0.25000000000000,7441728,0.00079309690999,3560076,0.93650600000000
shalla,zipf,10000000,0.25000000000000,7441728,0.00000662687347,3272336,0.51572020000000
shalla,zipf,10000000,0.25000000000000,7441728,0.00000648587707,3246994,0.64225510000000
shalla,zipf,10000000,0.25000000000000,7441728,0.00000662687347,3416695,0.48689560000000
caida,onepass,8493974,0.25000000000000,2144675,0.00101366358278,1154889,0.40745627429517
caida,onepass,8493974,0.25000000000000,2144675,0.00100846704385,1143787,0.40830982058575
caida,onepass,8493974,0.25000000000000,2144675,0.00098918467692,1144308,0.40713310400997
caida,unif,10000000,0.25000000000000,2144675,0.00098061067373,1145426,0.40425830000000
caida,unif,10000000,0.25000000000000,2144675,0.00104565309313,1137034,0.40406170000000
caida,unif,10000000,0.25000000000000,2144675,0.00100442182787,1133426,0.40440020000000
caida,zipf,10000000,0.25000000000000,2144675,0.00004153514304,1007196,0.29698120000000
caida,zipf,10000000,0.25000000000000,2144675,0.00007102300013,1002830,0.31916640000000
caida,zipf,10000000,0.25000000000000,2144675,0.00000986490890,1007342,0.28420180000000
caida,onepass,8493974,0.25000000000000,2408635,0.00044103547459,1214546,0.41214147818206
caida,onepass,8493974,0.25000000000000,2408635,0.00042871368090,1204139,0.41317491671154
caida,onepass,8493974,0.25000000000000,2408635,0.00044240454403,1203182,0.41243403853132
caida,unif,10000000,0.25000000000000,2408635,0.00043752450242,1228511,0.41607240000000
caida,unif,10000000,0.25000000000000,2408635,0.00042554740951,1216326,0.41619560000000
caida,unif,10000000,0.25000000000000,2408635,0.00040984884337,1217686,0.41591030000000
caida,zipf,10000000,0.25000000000000,2408635,0.00000674969554,1075502,0.42968520000000
caida,zipf,10000000,0.25000000000000,2408635,0.00001142250830,1074319,0.32373900000000
caida,zipf,10000000,0.25000000000000,2408635,0.00001422617500,1074654,0.39204240000000
caida,onepass,8493974,0.25000000000000,2672595,0.00017769370018,1290216,0.42091887731232
caida,onepass,8493974,0.25000000000000,2672595,0.00019084353803,1275719,0.42109252983350
caida,onepass,8493974,0.25000000000000,2672595,0.00017509108710,1279162,0.42108216954749
caida,unif,10000000,0.25000000000000,2672595,0.00019432164235,1286103,0.42164960000000
caida,unif,10000000,0.25000000000000,2672595,0.00017628898081,1280584,0.42153890000000
caida,unif,10000000,0.25000000000000,2672595,0.00018757401290,1280484,0.42156140000000
caida,zipf,10000000,0.25000000000000,2672595,0.00000404982826,1152004,0.36192410000000
caida,zipf,10000000,0.25000000000000,2672595,0.00004309264378,1149847,0.29548220000000
caida,zipf,10000000,0.25000000000000,2672595,0.00000249220589,1156763,0.43273540000000
caida,onepass,8493974,0.25000000000000,2936555,0.00008303205668,1434901,0.44309483405530
caida,onepass,8493974,0.25000000000000,2936555,0.00007919589584,1420005,0.44396886545685
caida,onepass,8493974,0.25000000000000,2936555,0.00007905888956,1418534,0.44373646540477
caida,unif,10000000,0.25000000000000,2936555,0.00008832680405,1427315,0.44363120000000
caida,unif,10000000,0.25000000000000,2936555,0.00007773772061,1419340,0.44323470000000
caida,unif,10000000,0.25000000000000,2936555,0.00008064683181,1421694,0.44339530000000
caida,zipf,10000000,0.25000000000000,2936555,0.00000228452254,1285816,0.31392300000000
caida,zipf,10000000,0.25000000000000,2936555,0.00000010384216,1284896,0.29535650000000
caida,zipf,10000000,0.25000000000000,2936555,0.00000031152642,1308168,0.30044250000000
caida,onepass,8493974,0.25000000000000,3200515,0.00003151544051,1508387,0.45307108309962
caida,onepass,8493974,0.25000000000000,3200515,0.00003357072633,1494577,0.45807121613511
caida,onepass,8493974,0.25000000000000,3200515,0.00003768127261,1499595,0.45434316139889
caida,unif,10000000,0.25000000000000,3200515,0.00003386627129,1502335,0.45316350000000
caida,unif,10000000,0.25000000000000,3200515,0.00003409902123,1495670,0.45205230000000
caida,unif,10000000,0.25000000000000,3200515,0.00003258614467,1491294,0.45279420000000
caida,zipf,10000000,0.25000000000000,3200515,0.00000020768430,1371140,0.30409880000000
caida,zipf,10000000,0.25000000000000,3200515,0.00000072689467,1364920,0.30543080000000
caida,zipf,10000000,0.25000000000000,3200515,0.00000010384216,1369635,0.51102020000000
caida,onepass,8493974,0.25000000000000,3464475,0.00001288046354,1575006,0.46078796568014
caida,onepass,8493974,0.25000000000000,3464475,0.00001315451235,1561229,0.46115469625878
caida,onepass,8493974,0.25000000000000,3464475,0.00001562094489,1565000,0.46039180247079
caida,unif,10000000,0.25000000000000,3464475,0.00001454764844,1595564,0.46616890000000
caida,unif,10000000,0.25000000000000,3464475,0.00001373299131,1582287,0.46572210000000
caida,unif,10000000,0.25000000000000,3464475,0.00001210367308,1582284,0.57161130000000
caida,zipf,10000000,0.25000000000000,3464475,0.00000000000000,1436171,0.36187540000000
caida,zipf,10000000,0.25000000000000,3464475,0.00000000000000,1429479,0.30934180000000
caida,zipf,10000000,0.25000000000000,3464475,0.00000031152642,1455917,0.33674310000000
caida,onepass,8493974,0.25000000000000,3728435,0.00000671432559,1673956,0.47513743272584
caida,onepass,8493974,0.25000000000000,3728435,0.00000712540382,1656672,0.47385216860800
caida,onepass,8493974,0.25000000000000,3728435,0.00000698837778,1662973,0.47674068698586
caida,unif,10000000,0.25000000000000,3728435,0.00000581911017,1670895,0.47904720000000
caida,unif,10000000,0.25000000000000,3728435,0.00000488805709,1661641,0.47634140000000
caida,unif,10000000,0.25000000000000,3728435,0.00000640101746,1660755,0.47658470000000
caida,zipf,10000000,0.25000000000000,3728435,0.00000000000000,1506305,0.30945030000000
caida,zipf,10000000,0.25000000000000,3728435,0.00000010384216,1505388,0.36546990000000
caida,zipf,10000000,0.25000000000000,3728435,0.00000000000000,1504323,0.42091490000000
