dataset,filter,bytes,num_queries,freq,fpr
ember,adabf,1869472.0,10000000,0.04,0.0741115924921617
ember,adabf,1869472.0,10000000,0.06,0.1052867734274835
ember,adabf,1869472.0,10000000,0.08,0.1333452869524381
ember,adabf,1869472.0,10000000,0.1,0.1538663981280227
url,plbf,271440.0,10000000,0.02,0.0394716995961089
url,plbf,271440.0,10000000,0.04,0.0677845011540183
url,plbf,271440.0,10000000,0.06,0.092940763823419
url,plbf,271440.0,10000000,0.08,0.1162928385404932
url,plbf,271440.0,10000000,0.1,0.1338036602309239
url,adabf,271440.0,10000000,0.02,0.0411694734467813
url,adabf,271440.0,10000000,0.04,0.0693392323334908
url,adabf,271440.0,10000000,0.06,0.0943759221449698
url,adabf,271440.0,10000000,0.08,0.117624042216329
url,adabf,271440.0,10000000,0.1,0.1350507341948035
url,plbf,304848.0,10000000,0.02,0.0292161285037729
url,plbf,304848.0,10000000,0.04,0.0583748093815312
url,plbf,304848.0,10000000,0.06,0.0842584340120011
url,plbf,304848.0,10000000,0.08,0.1082655605648549
url,plbf,304848.0,10000000,0.1,0.1262373203811386
url,adabf,304848.0,10000000,0.02,0.0295050714646997
url,adabf,304848.0,10000000,0.04,0.0586376006230838
url,adabf,304848.0,10000000,0.06,0.0845019119009517
url,adabf,304848.0,10000000,0.08,0.1084898884938158
url,adabf,304848.0,10000000,0.1,0.1264498015443348
url,adabf,338256.0,10000000,0.02,0.029400935786915
url,adabf,338256.0,10000000,0.04,0.0585434715021552
url,adabf,338256.0,10000000,0.06,0.0844144327240362
url,adabf,338256.0,10000000,0.08,0.1084104543407095
url,adabf,338256.0,10000000,0.1,0.1263727380703122
url,adabf,371664.0,10000000,0.02,0.0292593604387071
url,adabf,371664.0,10000000,0.04,0.0584138483662221
url,adabf,371664.0,10000000,0.06,0.0842948466945511
url,adabf,371664.0,10000000,0.08,0.1082989215780898
url,adabf,371664.0,10000000,0.1,0.1262691936308385
url,adabf,405072.0,10000000,0.02,0.0292732505381482
url,adabf,405072.0,10000000,0.04,0.0584263770839251
url,adabf,405072.0,10000000,0.06,0.0843063253466755
url,adabf,405072.0,10000000,0.08,0.1083096938721164
url,adabf,405072.0,10000000,0.1,0.1262791190815183
url,adabf,438480.0,10000000,0.02,0.0292741009394863
url,adabf,438480.0,10000000,0.04,0.0584270364808841
url,adabf,438480.0,10000000,0.06,0.0843070658949951
url,adabf,438480.0,10000000,0.08,0.1083100413611388
url,adabf,438480.0,10000000,0.1,0.1262801116141836
url,adabf,471888.0,10000000,0.02,0.0294420260023882
url,adabf,471888.0,10000000,0.04,0.0585795961076706
url,adabf,471888.0,10000000,0.06,0.0844472547977933
url,adabf,471888.0,10000000,0.08,0.108440793836625
url,adabf,471888.0,10000000,0.1,0.1264034989414127
ember,plbf,1075360.0,10000000,0.0,0.0122510823109286
url,plbf,271584.0,10000000,0.0,0.0070854448181205
ember,adabf,1075360.0,10000000,0.0,0.0240818567709441
url,adabf,271584.0,10000000,0.0,0.009022914202197
ember,plbf,1207712.0,10000000,0.0,0.002224997012523
url,plbf,304992.0,10000000,0.0,8.190456219048357e-05
url,adabf,304992.0,10000000,0.0,0.0002395976339847
ember,adabf,1207712.0,10000000,0.0,0.002410480614131
url,plbf,338400.0,10000000,0.0,0.0
ember,plbf,1340064.0,10000000,0.0,0.0004614541862328
url,adabf,338400.0,10000000,0.0,8.600703525391905e-05
url,plbf,371808.0,10000000,0.0,0.0
url,adabf,371808.0,10000000,0.0,0.0001329551632643
ember,adabf,1340064.0,10000000,0.0,0.0005996676150913
url,plbf,405216.0,10000000,0.0,0.0
url,adabf,405216.0,10000000,0.0,6.95969410168964e-05
ember,plbf,1472416.0,10000000,0.0,0.0001329440837183
url,plbf,438624.0,10000000,0.0,0.0
url,adabf,438624.0,10000000,0.0,4.087797998954496e-05
ember,adabf,1472416.0,10000000,0.0,0.0001847127417008
url,plbf,472302.0,10000000,0.0,0.0
url,adabf,472302.0,10000000,0.0,4.087797998954496e-05
ember,plbf,1604768.0,10000000,0.0,3.338928204046501e-05
ember,adabf,1604768.0,10000000,0.0,9.136537252381348e-05
ember,plbf,1737120.0,10000000,0.0,9.59714772769533e-06
ember,adabf,1737120.0,10000000,0.0,7.597237644392499e-05
ember,plbf,1869472.0,10000000,0.0,4.998537427948582e-06
ember,adabf,1869472.0,10000000,0.0,4.778397325537015e-05
url,plbf,271440.0,10000000,0.0,0.0074427939762587
url,adabf,271440.0,10000000,0.0,0.0086938823901954
url,plbf,304848.0,10000000,0.0,9.11805464480542e-06
url,adabf,304848.0,10000000,0.0,0.0002168126923699
url,plbf,338256.0,10000000,0.0,0.0
url,adabf,338256.0,10000000,0.0,0.0001420707934965
url,plbf,371664.0,10000000,0.0,0.0
url,adabf,371664.0,10000000,0.0,4.087797998954496e-05
url,plbf,405072.0,10000000,0.0,0.0
url,adabf,405072.0,10000000,0.0,5.045115029382477e-05
url,plbf,438480.0,10000000,0.0,0.0
url,adabf,438480.0,10000000,0.0,5.151482456846837e-05
url,plbf,471888.0,10000000,0.0,0.0
url,adabf,471888.0,10000000,0.0,0.0001709358593956
ember,plbf,1075360.0,10000000,0.02,0.1713373607425963
ember,plbf,1075360.0,10000000,0.04,0.2255589589529535
ember,plbf,1075360.0,10000000,0.06,0.2647061881866971
ember,plbf,1075360.0,10000000,0.08,0.2952807124732896
ember,plbf,1075360.0,10000000,0.1,0.315337578119115
url,plbf,271440.0,10000000,0.02,0.1844735045585882
url,plbf,271440.0,10000000,0.04,0.221521099730908
ember,adabf,1075360.0,10000000,0.02,0.1120629892595641
ember,adabf,1075360.0,10000000,0.04,0.1794719170737239
url,plbf,271440.0,10000000,0.06,0.2510607720989016
ember,adabf,1075360.0,10000000,0.06,0.2271756073503636
ember,adabf,1075360.0,10000000,0.08,0.2638876124323108
ember,adabf,1075360.0,10000000,0.1,0.2877284809308124
url,plbf,271440.0,10000000,0.08,0.2758997710063944
url,plbf,271440.0,10000000,0.1,0.2931993559240507
url,adabf,271440.0,10000000,0.02,0.1734727477001951
url,adabf,271440.0,10000000,0.04,0.2121799207155706
url,adabf,271440.0,10000000,0.06,0.2429596601425689
url,adabf,271440.0,10000000,0.08,0.2687862074575222
url,adabf,271440.0,10000000,0.1,0.286756737773675
ember,plbf,1207712.0,10000000,0.02,0.1032185845318671
ember,plbf,1207712.0,10000000,0.04,0.1726808661143501
ember,plbf,1207712.0,10000000,0.06,0.2216901567349814
url,adabf,304848.0,10000000,0.02,0.0660953939901383
ember,plbf,1207712.0,10000000,0.08,0.259339665887645
url,adabf,304848.0,10000000,0.04,0.1224768962259769
url,adabf,304848.0,10000000,0.06,0.1660839402403819
ember,plbf,1207712.0,10000000,0.1,0.2837396893393993
url,adabf,304848.0,10000000,0.08,0.2020996108670104
url,adabf,304848.0,10000000,0.1,0.2266607434672928
ember,adabf,1207712.0,10000000,0.02,0.0948886107918885
ember,adabf,1207712.0,10000000,0.04,0.1663002848130535
ember,adabf,1207712.0,10000000,0.06,0.2165531902370454
ember,adabf,1207712.0,10000000,0.08,0.2550833319821224
ember,adabf,1207712.0,10000000,0.1,0.2800289530791616
url,adabf,338256.0,10000000,0.02,0.0660984797795715
url,adabf,338256.0,10000000,0.04,0.1224799912999262
url,adabf,338256.0,10000000,0.06,0.1660868208889031
url,adabf,338256.0,10000000,0.08,0.2021019328547475
url,adabf,338256.0,10000000,0.1,0.2266626715390904
ember,plbf,1340064.0,10000000,0.02,0.0947146469882586
ember,plbf,1340064.0,10000000,0.04,0.16616930856591
ember,plbf,1340064.0,10000000,0.06,0.2164465738093655
url,adabf,371664.0,10000000,0.02,0.0867319407815445
ember,plbf,1340064.0,10000000,0.08,0.2549969494788413
url,adabf,371664.0,10000000,0.04,0.1395309493156303
url,adabf,371664.0,10000000,0.06,0.1805613978468513
url,adabf,371664.0,10000000,0.08,0.214565530636156
ember,plbf,1340064.0,10000000,0.1,0.2799509558294539
url,adabf,371664.0,10000000,0.1,0.2378307995794215
ember,adabf,1340064.0,10000000,0.02,0.0948594786586289
ember,adabf,1340064.0,10000000,0.04,0.1662810066285153
ember,adabf,1340064.0,10000000,0.06,0.2165374573221379
ember,adabf,1340064.0,10000000,0.08,0.2550705696017612
ember,adabf,1340064.0,10000000,0.1,0.2800150478306044
url,adabf,405072.0,10000000,0.02,0.0660916910159008
url,adabf,405072.0,10000000,0.04,0.122474059055677
url,adabf,405072.0,10000000,0.06,0.1660817243433615
url,adabf,405072.0,10000000,0.08,0.2020974823663791
url,adabf,405072.0,10000000,0.1,0.2266588153858811
ember,plbf,1472416.0,10000000,0.02,0.0946910753198747
ember,plbf,1472416.0,10000000,0.04,0.1661503568180214
ember,plbf,1472416.0,10000000,0.06,0.2164316506205206
url,adabf,438480.0,10000000,0.02,0.0660916910159008
url,adabf,438480.0,10000000,0.04,0.122474059055677
url,adabf,438480.0,10000000,0.06,0.1660817243433615
ember,plbf,1472416.0,10000000,0.08,0.2549841841383645
url,adabf,438480.0,10000000,0.08,0.2020974823663791
url,adabf,438480.0,10000000,0.1,0.2266588153858811
ember,plbf,1472416.0,10000000,0.1,0.2799410790033483
ember,adabf,1472416.0,10000000,0.02,0.0946855036552607
ember,adabf,1472416.0,10000000,0.04,0.1661463668665856
ember,adabf,1472416.0,10000000,0.06,0.2164286659145385
ember,adabf,1472416.0,10000000,0.08,0.2549814486513478
ember,adabf,1472416.0,10000000,0.1,0.2799384585754325
url,adabf,471888.0,10000000,0.02,0.0660926167622131
url,adabf,471888.0,10000000,0.04,0.1224748328312146
url,adabf,471888.0,10000000,0.06,0.1660823891137041
url,adabf,471888.0,10000000,0.08,0.2020980628676775
url,adabf,471888.0,10000000,0.1,0.2266593412272196
ember,plbf,1604768.0,10000000,0.02,0.0946846464700023
ember,plbf,1604768.0,10000000,0.04,0.1661457018709674
ember,plbf,1604768.0,10000000,0.06,0.2164281232382807
ember,plbf,1604768.0,10000000,0.08,0.2549809927348921
ember,plbf,1604768.0,10000000,0.1,0.2799380554309834
ember,adabf,1604768.0,10000000,0.02,0.0946859322472812
ember,adabf,1604768.0,10000000,0.04,0.166146699363997
ember,adabf,1604768.0,10000000,0.06,0.2164289372523856
ember,adabf,1604768.0,10000000,0.08,0.2549816766093665
ember,adabf,1604768.0,10000000,0.1,0.2799386601474877
ember,adabf,1737120.0,10000000,0.02,0.0946846464700023
ember,adabf,1737120.0,10000000,0.04,0.1661457018709674
ember,adabf,1737120.0,10000000,0.06,0.2164281232382807
ember,adabf,1737120.0,10000000,0.08,0.2549809927348921
ember,adabf,1737120.0,10000000,0.1,0.2799380554309834
ember,adabf,1869472.0,10000000,0.02,0.0946842178767643
ember,adabf,1869472.0,10000000,0.04,0.1661453693727605
ember,adabf,1869472.0,10000000,0.06,0.2164278518998699
ember,adabf,1869472.0,10000000,0.08,0.254980764776455
ember,adabf,1869472.0,10000000,0.1,0.27993785385858955
